,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
64,host location not available,within an hour,100.0,97.0,f,Lido,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,30,t,1,184,13,2,4.69,4.77,4.68,4.9,4.81,4.91,4.62,f,111.77808219178083,111.77808219178083,11.272964919228155,1.0,4.0,1.39,10,40,315,98.14794520547945,86.3013698630137,1 bath,27.944520547945206,4.0,0.0,10.08513001671187
65,"Venice, Italy",within a few hours,100.0,100.0,t,host neighbourhood not available,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Room in bed and breakfast,Hotel room,1.0,1,180,t,0,82,1,0,4.56,4.78,4.88,4.7,4.7,4.49,4.55,t,103.12054794520547,103.12054794520547,12.35850642341592,1.0,4.0,0.67,9,25,278,77.08493150684932,76.16438356164383,1 bath,25.78013698630137,4.0,0.0,11.984523617914427
66,"Venice, Italy",within a few hours,100.0,100.0,t,host neighbourhood not available,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in villa,Private room,1.0,1,180,t,6,105,4,0,4.73,4.88,4.94,4.84,4.76,4.66,4.7,t,106.77260273972603,106.77260273972603,13.77628616553922,1.0,5.0,0.84,21,38,299,86.33972602739726,81.91780821917808,1 private bath,21.354520547945206,5.0,0.0,12.902454198968016
67,"Venice, Italy",within a few hours,100.0,100.0,t,host neighbourhood not available,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in villa,Private room,1.0,1,365,t,1,66,1,0,4.6,4.85,4.83,4.78,4.61,4.58,4.59,t,94.0027397260274,94.0027397260274,16.66517370000393,2.0,3.0,0.53,12,29,170,46.37260273972603,46.57534246575342,1 private bath,31.334246575342465,1.5,0.0,17.728391479413116
68,"Venice, Italy",within a few hours,100.0,100.0,t,host neighbourhood not available,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in villa,Private room,1.0,1,365,t,3,88,2,0,4.79,4.94,4.95,4.87,4.86,4.63,4.75,t,93.4986301369863,93.4986301369863,17.064941353343265,2.0,3.0,0.77,17,34,152,42.679452054794524,41.64383561643836,1 private bath,31.1662100456621,1.5,0.0,18.251541576963376
69,"Venice, Italy",response not available,96.16273880909218,100.0,f,Cannaregio,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,180,t,0,258,0,0,4.85,4.86,4.93,4.86,4.9,4.75,4.77,t,98.0,98.0,0.0,4.0,4.0,1.95,0,0,0,0.0,0.0,1 bath,24.5,1.0,0.0,0.0
70,"Venice, Italy",within an hour,95.0,100.0,t,Santa Croce,5,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,3.0,3,365,t,1,298,23,3,4.82,4.85,4.84,4.94,4.97,4.94,4.8,t,161.07123287671232,161.07123287671232,24.311742965145726,4.0,6.0,2.28,3,3,98,47.16986301369863,26.84931506849315,2 baths,26.84520547945205,1.5,0.0,15.093783372077683
71,"Venice, Italy",within an hour,100.0,0.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,4,29,t,0,154,0,0,4.8,4.84,4.95,4.93,4.87,4.55,4.78,f,105.0,105.0,0.0,2.0,5.0,1.23,0,0,236,67.89041095890411,64.65753424657534,1 bath,21.0,2.5,0.0,0.0
72,"Venice, Italy",within a few hours,100.0,83.0,f,Santa Croce,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,365,t,0,161,10,1,4.87,4.91,4.92,4.89,4.94,4.94,4.8,f,126.98630136986301,126.98630136986301,18.057062444918788,1.0,2.0,1.22,0,24,57,20.84931506849315,15.616438356164384,1 bath,63.49315068493151,2.0,0.0,14.219693187476501
73,"Zurich, Switzerland",within an hour,100.0,100.0,f,Cannaregio,2,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,5,40,t,2,168,11,1,4.64,4.64,4.55,4.88,4.82,4.92,4.6,t,90.71780821917808,90.71780821917808,0.5835055264372874,1.0,2.0,1.29,10,40,310,77.13972602739726,84.93150684931507,1 bath,45.35890410958904,2.0,0.0,0.643209462278358
74,Italy,within an hour,100.0,98.0,t,Centro Storico,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,1,14,t,1,352,37,0,4.94,4.94,4.96,4.81,4.96,4.87,4.83,f,188.9808219178082,188.9808219178082,27.115486925200564,1.0,2.0,2.74,6,36,126,60.85205479452055,34.52054794520548,2 baths,94.4904109589041,2.0,0.0,14.348274417492831
75,"Zurich, Switzerland",within an hour,100.0,100.0,f,Cannaregio,2,"['email', 'phone', 'work_email']",t,"Venice, Italy",Entire rental unit,Entire home/apt,1.0,5,40,t,3,170,23,4,4.58,4.63,4.55,4.91,4.89,4.93,4.54,t,77.08219178082192,77.08219178082192,2.9896957867290146,1.0,2.0,1.29,7,37,312,66.13698630136986,85.47945205479452,1 bath,38.54109589041096,2.0,0.0,3.8785817030605663
76,"Venice, Italy",within an hour,100.0,91.0,f,Santa Croce,8,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,365,t,0,5,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,t,221.78082191780823,221.78082191780823,25.188436305146432,3.0,4.0,0.06,4,26,279,169.17808219178082,76.43835616438356,1 bath,55.445205479452056,1.3333333333333333,0.0,11.357355468040083
77,"Milan, Italy",within an hour,100.0,100.0,t,Cannaregio,7,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in condo,Private room,1.0,1,30,t,1,473,12,0,4.56,4.72,4.65,4.86,4.84,4.76,4.5,t,64.06849315068493,64.06849315068493,9.91132215141354,1.0,2.0,3.89,3,29,106,19.26027397260274,29.041095890410958,1 shared bath,32.034246575342465,2.0,0.0,15.46988490599077
78,"Venice, Italy",within an hour,100.0,100.0,t,San Marco,6,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,3,31,t,0,226,34,2,4.92,4.92,4.91,4.93,4.95,4.98,4.78,t,291.7671232876712,291.7671232876712,47.29888614373552,2.0,4.0,1.83,0,0,193,168.13698630136986,52.87671232876713,1.5 baths,72.9417808219178,2.0,0.0,16.211177466043914
79,"Venice, Italy",within an hour,100.0,75.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,4,116,3,0,4.25,4.44,4.67,4.6,4.55,4.71,4.35,t,104.02739726027397,104.02739726027397,12.222718671540251,1.0,2.0,0.91,27,57,332,93.26027397260275,90.95890410958904,1 bath,52.013698630136986,2.0,0.0,11.749518870456129
80,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,3,30,t,5,288,16,3,4.92,4.93,4.91,4.95,4.94,4.77,4.85,t,89.73972602739725,89.73972602739725,1.1122123934974297,6.0,6.0,2.22,24,26,258,63.57534246575342,70.68493150684931,2 baths,14.956621004566209,1.0,0.0,1.2393757399681329
81,"Mestre, Italy",within a day,92.0,37.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in rental unit,Private room,1.0,1,2,t,6,93,8,1,4.71,4.77,4.78,4.67,4.59,4.47,4.69,f,54.772602739726025,54.772602739726025,9.275118261056614,1.0,2.0,0.75,6,26,26,3.8904109589041096,7.123287671232877,1 bath,27.386301369863013,2.0,0.0,16.93386437217719
82,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,5,"['email', 'phone', 'work_email']",t,Italy,Entire rental unit,Entire home/apt,1.0,5,31,t,0,36,2,2,4.83,4.86,4.97,4.94,4.92,4.67,4.75,t,90.0,90.0,0.0,3.0,4.0,0.31,0,0,6,1.4794520547945205,1.643835616438356,1 bath,22.5,1.3333333333333333,0.0,0.0
83,"Bologna, Italy",within an hour,100.0,69.0,f,San Polo,2,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,7,1125,t,2,81,8,0,4.75,4.68,4.58,4.61,4.81,4.85,4.74,f,150.0,150.0,0.0,2.0,4.0,0.69,10,33,308,126.57534246575342,84.38356164383562,2.5 baths,37.5,2.0,0.0,0.0
84,"Venice, Italy",within an hour,96.0,92.0,f,Santa Croce,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,1125,t,0,731,5,1,4.49,4.62,4.72,4.72,4.61,4.76,4.46,f,108.12328767123287,108.12328767123287,12.643620210156032,1.0,4.0,5.69,18,48,203,59.15068493150685,55.61643835616439,1 bath,27.03082191780822,4.0,0.0,11.693706769813636
85,"Venice, Italy",within an hour,100.0,99.0,f,host neighbourhood not available,11,"['email', 'phone']",t,neighbourhood not available,Private room in home,Private room,1.0,1,1125,t,15,238,18,1,3.9,4.08,4.25,4.29,4.27,4.2,4.02,t,80.4,80.4,2.2517392545163135,2.0,4.0,1.87,45,75,101,22.4,27.671232876712327,1 shared bath,20.1,2.0,0.0,2.8006707145725294
86,"Mira, Italy",within a day,60.0,62.0,f,Dorsoduro/Accademia,5,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,3.0,2,1125,t,1,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.33,f,600.0,600.0,0.0,5.0,8.0,0.03,9,39,65,106.84931506849315,17.80821917808219,3 baths,75.0,1.6,0.0,0.0
87,"Venice, Italy",within an hour,100.0,98.0,t,Cannaregio,4,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,1,28,t,1,308,2,0,4.88,4.92,4.92,4.92,4.93,4.95,4.86,t,117.57534246575342,117.57534246575342,18.296938589946226,1.0,2.0,2.44,15,16,16,5.2164383561643834,4.383561643835616,1 private bath,58.78767123287671,2.0,0.0,15.561884155494285
88,"Venice, Italy",within an hour,100.0,98.0,t,Cannaregio,4,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,1,28,t,1,240,9,1,4.91,4.89,4.89,4.95,4.93,4.94,4.85,t,130.12328767123287,130.12328767123287,6.030930361864194,1.0,2.0,1.88,14,15,15,4.890410958904109,4.10958904109589,1 private bath,65.06164383561644,2.0,0.0,4.634781728772357
89,"Venice, Italy",within an hour,95.0,100.0,t,Santa Croce,5,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,365,t,1,363,23,0,4.9,4.94,4.86,4.94,4.94,4.94,4.87,t,129.8739726027397,129.8739726027397,9.717182405427323,2.0,3.0,2.83,1,1,130,49.153424657534245,35.61643835616438,1 bath,43.29132420091324,1.5,0.0,7.4820090667052845
90,"Venice, Italy",within a few hours,90.0,23.0,f,San Marco,5,"['email', 'phone']",t,"Venice, ve, Italy",Private room in bed and breakfast,Private room,1.0,4,1125,t,6,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,f,113.8082191780822,113.8082191780822,9.347764518337524,1.0,2.0,1.8503838664812238,29,59,334,102.41095890410959,91.5068493150685,1 bath,56.9041095890411,2.0,0.0,8.213611095794887
91,"Venice, Italy",within an hour,80.0,99.0,f,host neighbourhood not available,12,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,3.0,2,365,t,0,61,13,6,4.77,4.9,4.77,4.87,4.84,4.72,4.69,t,77.84931506849315,77.84931506849315,4.5200142008332085,5.0,7.0,0.68,0,0,2,0.410958904109589,0.547945205479452,1 bath,11.12133072407045,1.4,0.0,5.806106575062893
92,"Modena, Italy",within an hour,100.0,100.0,f,Dorsoduro/Accademia,3,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,30,t,1,95,9,1,4.62,4.8,4.88,4.8,4.74,4.78,4.58,t,120.0,120.0,0.0,2.0,4.0,0.74,7,34,279,91.72602739726027,76.43835616438356,1 bath,30.0,2.0,0.0,0.0
93,"Venice, Italy",within an hour,85.0,100.0,t,host neighbourhood not available,5,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Room in bed and breakfast,Hotel room,1.0,1,30,t,9,146,19,2,4.76,4.87,4.92,4.88,4.88,4.72,4.76,t,144.15890410958903,144.15890410958903,4.73784841324982,1.0,2.0,1.15,35,36,311,123.67123287671232,85.2054794520548,1 bath,72.07945205479452,2.0,0.0,3.286545803406029
94,"Spinea, Italy",within an hour,100.0,100.0,f,San Marco,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,30,t,1,89,23,1,4.76,4.84,4.86,4.89,4.95,4.94,4.75,t,130.986301369863,130.986301369863,2.985740611111211,2.0,4.0,0.7,10,40,292,104.87671232876713,80.0,2 baths,32.74657534246575,2.0,0.0,2.2794296654582555
95,"Venice, Italy",within an hour,87.0,99.0,t,Castello,18,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Private room in home,Private room,1.0,1,200,t,26,88,8,1,4.32,4.44,4.64,4.7,4.67,4.63,4.24,t,98.1041095890411,98.1041095890411,22.09656901389353,3.0,3.0,0.76,56,86,126,34.87123287671233,34.52054794520548,1 shared bath,32.7013698630137,1.0,0.0,22.52359162776792
96,"Venice, Italy",within an hour,100.0,99.0,f,host neighbourhood not available,11,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,1,1125,t,6,174,13,0,3.87,4.01,4.24,4.35,4.19,4.2,4.06,t,69.2958904109589,69.2958904109589,2.044856745309159,2.0,3.0,1.53,6,6,32,6.235616438356164,8.767123287671232,1 shared bath,23.0986301369863,1.5,0.0,2.950906227168952
97,"Venice, Italy",within an hour,100.0,99.0,f,host neighbourhood not available,11,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,1,365,t,19,124,10,0,3.96,4.24,4.45,4.4,4.17,4.27,4.09,t,74.21917808219177,74.21917808219177,1.734005204106938,2.0,3.0,1.09,47,77,106,21.627397260273973,29.041095890410958,1 private bath,24.739726027397257,1.5,0.0,2.33633037836483
98,"Venice, Italy",within an hour,100.0,100.0,f,Castello,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,1125,t,2,160,5,0,4.63,4.83,4.73,4.9,4.85,4.75,4.65,f,95.76438356164384,95.76438356164384,6.401351373961279,2.0,4.0,1.32,5,6,6,1.5616438356164384,1.643835616438356,1 bath,23.94109589041096,2.0,0.0,6.6844803212675705
99,"Venice, Italy",within an hour,100.0,100.0,t,Cannaregio,7,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire home,Entire home/apt,1.0,2,1125,t,0,115,5,0,4.82,4.78,4.84,4.93,4.91,4.79,4.73,t,134.6027397260274,134.6027397260274,14.245434709256791,4.0,4.0,1.25,11,41,316,114.46575342465754,86.57534246575342,2 baths,33.65068493150685,1.0,0.0,10.583317054505859
100,"Venice, Italy",response not available,96.16273880909218,100.0,f,San Marco,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,29,t,3,44,5,0,4.34,4.48,4.55,4.82,4.75,4.89,4.32,f,122.9041095890411,122.9041095890411,8.406179672791573,1.0,2.0,0.43,14,44,314,106.4931506849315,86.02739726027397,1 bath,61.45205479452055,2.0,0.0,6.8396245665825335
101,"Aix-en-Provence, France",within an hour,100.0,98.0,f,Castello,6,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,4,365,t,0,170,12,1,4.7,4.77,4.57,4.78,4.8,4.91,4.74,f,122.0,122.0,0.0,2.0,4.0,1.36,0,7,110,36.76712328767123,30.136986301369863,1 bath,30.5,2.0,0.0,0.0
102,"Venice, Italy",within an hour,100.0,100.0,f,Castello,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,90,t,7,56,17,1,4.73,4.82,4.68,4.96,4.91,4.8,4.65,t,137.56438356164384,137.56438356164384,50.59502367122709,3.0,5.0,0.63,14,43,90,39.87123287671233,24.65753424657534,1 bath,27.51287671232877,1.6666666666666667,0.0,36.77915922805339
103,"Venice, Italy",within an hour,100.0,100.0,t,Castello,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,1125,t,4,107,1,1,4.43,4.72,4.54,4.8,4.82,4.83,4.44,t,110.0,110.0,0.0,2.0,4.0,0.85,11,40,300,90.41095890410959,82.1917808219178,1 bath,27.5,2.0,0.0,0.0
104,"Venice, Italy",within an hour,100.0,98.0,t,San Marco,134,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,1,1125,t,1,23,0,0,4.78,4.73,4.7,4.96,4.87,4.95,4.77,t,395.9397260273973,395.9397260273973,113.16693244418109,3.0,4.0,0.27,5,32,287,309.8082191780822,78.63013698630137,2 baths,98.98493150684932,1.3333333333333333,0.0,28.58185855196314
105,"Venice, Italy",within an hour,100.0,100.0,t,Castello,3,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.6205795991318779,30,90,t,11,98,6,1,4.7,4.79,4.83,4.87,4.93,4.89,4.67,t,30.0,30.0,0.0,2.0,2.0,0.78,11,11,195,16.027397260273972,53.42465753424658,1 bath,15.0,1.0,0.0,0.0
106,"Venice, Italy",within an hour,92.0,97.0,f,San Polo,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,40,t,1,125,31,7,4.56,4.57,4.73,4.83,4.79,4.93,4.58,f,128.02191780821917,128.02191780821917,23.31012989351553,4.0,7.0,1.63,12,32,296,103.68767123287671,81.0958904109589,1 bath,18.288845401174168,1.75,0.0,18.207921184585622
107,host location not available,within an hour,100.0,100.0,t,Castello,3,"['email', 'phone']",t,"Venice, Venezia, Italy",Entire rental unit,Entire home/apt,2.0,4,30,t,0,52,15,1,4.83,4.94,5.0,4.9,4.96,4.9,4.71,t,113.0958904109589,113.0958904109589,13.06173463351284,4.0,5.0,0.68,4,31,295,90.24657534246575,80.82191780821918,1 bath,22.61917808219178,1.25,0.0,11.549256640581849
108,"Venice, Italy",within an hour,100.0,100.0,t,San Marco,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,3.0,3,1125,t,4,138,34,4,4.83,4.83,4.82,4.94,4.92,4.99,4.71,f,304.5780821917808,304.5780821917808,22.95618285945523,5.0,6.0,1.77,12,21,239,200.84109589041097,65.47945205479452,2 baths,50.76301369863014,1.2,0.0,7.537043602829117
109,"Venice, Italy",within an hour,100.0,100.0,t,San Marco,5,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,30,t,4,257,69,6,4.94,4.91,4.91,4.9,4.95,4.99,4.91,t,169.43835616438355,169.43835616438355,4.489261611652111,2.0,5.0,2.78,19,49,50,23.315068493150687,13.698630136986301,1 bath,33.88767123287671,2.5,0.0,2.649495493981762
110,"Venice, Italy",within an hour,100.0,100.0,t,Dorsoduro/Accademia,5,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,2,30,t,3,53,24,6,4.5,4.5,4.63,4.67,4.79,4.81,4.54,t,178.32876712328766,178.32876712328766,28.599668980313947,3.0,4.0,0.43,11,41,221,106.61643835616438,60.54794520547945,2 baths,44.582191780821915,1.3333333333333333,0.0,16.037608200667677
111,host location not available,response not available,96.16273880909218,93.0969346598548,f,Lido,3,['phone'],f,neighbourhood not available,Entire condo,Entire home/apt,1.0,7,28,t,0,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,f,105.0,105.0,0.0,1.0,2.0,1.8503838664812238,0,0,0,0.0,0.0,1 bath,52.5,2.0,0.0,0.0
112,"Venice, Italy",within an hour,100.0,100.0,f,Santa Croce,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in rental unit,Private room,1.0,2,8,t,3,420,64,7,4.65,4.72,4.81,4.86,4.69,4.84,4.59,t,82.03835616438356,82.03835616438356,1.4949209006405866,1.0,2.0,3.31,9,37,304,68.2904109589041,83.28767123287672,1 private bath,41.01917808219178,2.0,0.0,1.8222219100114017
113,"Venice, Italy",within an hour,100.0,100.0,t,Murano,13,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Entire serviced apartment,Entire home/apt,1.6205795991318779,1,28,t,3,353,28,2,4.85,4.86,4.89,4.84,4.82,4.84,4.7,t,185.02191780821917,185.02191780821917,47.73996139393416,1.0,2.0,2.8,18,44,213,123.07397260273973,58.35616438356165,1 bath,92.51095890410959,2.0,0.0,25.802327615811482
114,"Venice, Italy",within an hour,96.0,100.0,t,Castello,8,['phone'],t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,60,t,3,246,41,3,4.71,4.85,4.86,4.84,4.82,4.93,4.65,t,104.67945205479452,104.67945205479452,8.454710614034234,1.0,3.0,2.27,15,40,301,84.83013698630137,82.46575342465754,1 bath,34.893150684931506,3.0,0.0,8.076762390395977
115,"Venice, Italy",within an hour,100.0,100.0,t,San Polo,3,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,3,1125,t,3,163,13,4,4.89,4.95,4.96,4.95,4.96,4.88,4.72,t,421.1506849315069,421.1506849315069,55.428320020039074,2.0,5.0,1.3,29,59,330,381.83561643835617,90.41095890410958,2.5 baths,84.23013698630137,2.5,0.0,13.161161076837278
116,"Venice, Italy",within an hour,100.0,100.0,t,Dorsoduro/Accademia,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,1.0,2,30,t,4,204,36,3,4.66,4.72,4.74,4.81,4.83,4.91,4.53,t,164.86301369863014,164.86301369863014,26.940775026426717,1.0,2.0,1.62,15,45,135,60.52054794520548,36.986301369863014,1 bath,82.43150684931507,2.0,0.0,16.34130932221978
117,France,within an hour,100.0,92.0,f,Dorsoduro/Accademia,6,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,2,180,t,0,40,0,0,4.51,4.74,4.74,4.66,4.84,4.68,4.53,t,89.42465753424658,89.42465753424658,10.64347012349627,3.0,5.0,0.32,0,0,28,6.7315068493150685,7.671232876712329,1.5 baths,17.884931506849316,1.6666666666666667,0.0,11.902164813346012
118,"Padua, Italy",within an hour,100.0,88.0,f,Santa Croce,7,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire condo,Entire home/apt,2.0,3,1125,t,0,202,4,0,4.53,4.66,4.72,4.8,4.85,4.71,4.57,f,83.28767123287672,83.28767123287672,12.409540210792,4.0,4.0,2.12,0,9,9,1.9726027397260273,2.4657534246575343,1 bath,20.82191780821918,1.0,0.0,14.89961242414171
119,"Venice, Italy",response not available,96.16273880909218,93.0969346598548,f,San Polo,3,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,1,1125,t,0,342,0,0,4.67,4.78,4.67,4.85,4.82,4.95,4.63,t,1968.4931506849316,1968.4931506849316,244.2760735117556,4.0,6.0,2.79,0,0,0,0.0,0.0,1 bath,328.0821917808219,1.5,0.0,12.40929253052064
